name,total_cost,central_share,state_share,planned_fhtc,parent_smtid,old_scheme_id,IMIS id
HELAPAKHRI PWSS,3710000,3339000,371000,161,650,30554,8160840
Helesa (Revised),3325000,2992500,332500,418,4622,29442,8224684
Hidheshari Nahargrant PWSS,1995000,1705700,189500,297,6644,29245,
HILOIPARA PWSS,3221000,2899000,322000,220,7498,31160,5053562
Himpara WSS,5166000,4417000,491000,0,7006,32531,
HIRIMBAPUR,1932300,1739100,193200,84,515,32303,
Holdibari PWSS,4592000,3926000,436000,307,9144,31309,4648746
HOLOGURI PWSS,2022500,1820300,202300,240,91,32694,
Holongjuli (Revised),4725000,4040000,448000,180,4286,29477,8222363
HONGSHABIL PWSS,1010000,864000,96000,130,6720,31870,
HORIPUR,1932700,1739400,193300,73,205,30711,8178514
HORU DEROI PWSS,2937400,2651600,249600,298,6466,32550,
Houdertari PWSS,2998000,2563000,285000,0,7716,31201,6538373
HOWRIAPET PWSS,883000,755000,84000,120,1493,32940,
HOWRIAPET-I PWSS,1143000,977000,109000,478,1411,32941,
HUNARIBARI PWSS,480000,432000,48000,393,5235,32217,
IKORAJAN BAGICHA PWSS,255500,229900,25500,290,371,32882,
IKORAJAN GRANT PWSS,283100,254800,28300,248,373,32883,
Ikorani,3737000,3195000,355000,212,1699,32047,
INDIRANAGAR PWSS,112000,100800,11200,582,4719,32737,
INGLAIPAR KARARPAR WSS,3582000,3224000,358000,349,6120,31878,8192834
Int. Changmajigaon PWSS,5227000,4469000,497000,212,4594,30308,8218142
ISABEEL TE,3583000,3225000,358000,256,397,27185,8200138
ISABEEL TE-II PWSS,4142000,3727800,414200,298,398,28916,8157578
Islamabad PWSS,833000,712200,79100,588,7202,31558,
ISLAMPUR GOHAINBARI PWSS (Revised),1520000,1368000,152000,133,4709,28504,6578256
ISMAIL TILLAH WSS,4053000,3647000,405000,172,6138,30600,8209156
ITAJAN PWSS,4025000,3623000,402000,58,1034,29712,8206961
Itakhola,8606000,7358000,818000,200,1478,27682,8160966
Itkhola PWSS,3008000,2572000,286000,252,6960,32809,
JABAINPUR PWSS,4854000,4369000,485000,309,400,31052,8201682
JABAKA TE WSS,1290000,1103000,123000,0,5309,31935,
JAGANNATHI PWSS,4237000,3813000,424000,178,8575,29316,8391352
JAGANNATHPUR PWSS,6141800,5527600,614200,226,2829,32301,
JAGDUWAR PWSS,3440900,3096800,344100,282,506,27590,8155931
JAGI BHAKATGAON PWSS,4938100,4444300,493800,303,2148,31980,
JAGUN PWSS,2877600,2589800,287800,465,2291,32116,
JAHIRPUR PWSS (revised),1900000,1710000,190000,25,485,30986,
Jaifarpur Daspara P.W.S.Scheme,838000,716000,80000,187,1419,32177,
Jaiforpur P.W.S.Scheme,800000,684000,76000,432,1387,31119,
JAIL GAON PWSS,4251000,3825900,425100,151,6351,31651,8204745
JAJLAIGAON PWSS,252000,216000,24000,205,6885,30752,8223814
Jakhalirpar PWSS,5172000,4899000,544000,407,3254,29260,1846571
Jakhelibilor Pathar WSS,7727000,6607000,734000,480,3261,32389,
JAKHORIA  PWSS,3919700,3527700,392000,280,4084,29694,8220428
JALABILA PWSS,1414000,1209000,134000,428,9066,33025,
JALAH NO. 1 PWSS (Revised),1203700,1083300,120400,50,2230,28869,
JALAH PWSS,10450000,9405000,1045000,588,3317,31057,7828879
JALALPUR PWSS,3966000,3570000,397000,357,8514,29314,
JALALPUR WSS,1720000,1548000,172000,366,6517,31922,
Jalengacherra P.W.S.Scheme,3800000,3249000,361000,193,1398,32750,
JALESWAR PWSS,3580000,3222000,358000,193,726,30406,8159860
Jaljali PWSS,1225000,1047400,116300,10,1700,32635,
Jaljuri PWSS,5346000,4811000,535000,122,1028,28691,8207070
Jaljuri PWSS,2220000,4518000,502000,122,28691,31104,8207070
JALLESWARI PWSS,1414000,1209000,134000,282,6706,33052,
JALNACHERRA WSS,3257000,2931000,326000,140,5034,29985,8216962
JALONI REQ. GRANT PWSS,4782300,4304100,478200,424,5,32718,
JALUGUTI PWSS,2894700,2605200,289500,361,2008,31869,8197213
JALUKBARI  PWSS (Revised),5605000,5045000,561000,53,4712,26983,5390473
JAMADARI PWSS,3800000,3249000,361000,387,7193,23155,5580135
JAMAL CHUBA PWSS,2207000,1887000,210000,301,4355,29692,6516065
Jamalpur (Swajaldhara) PWSS,4260000,3642300,404700,300,9223,31561,
Jamalpur PWSS,1000000,855000,95000,590,7093,31560,
Jambari No. 1,5722000,4892000,544000,351,5622,29588,8223760
JAMBUGURI PWSS,658000,562600,62500,199,2554,29774,8237574
JAMDOHA MINI PWSS,933000,797700,88600,29,3024,29480,8237635
JAMIRA VII PWSS,1338000,1204000,134000,165,4438,31991,5431365
JAMIRA WSS,4483000,4035000,448000,229,4449,32542,
Jamirala-II W.S.S.,6843800,6159400,684400,479,3246,32578,
JAMLAI ISLAMPUR PWSS (Revised),4370000,3933000,437000,45,4717,28871,5434726
JAMLAIGAON NO. 2 PWSS (revised),3471300,3124200,347100,240,4723,32496,
JAMUGURI PWSS (revised),4180000,3762000,418000,145,836,30252,8161225
JAMUNAGURI PWSS,3473200,3125900,347300,138,5870,23568,8202636
Jamunamukh ,7905000,6759000,751000,120,1844,29686,8210607
JANALIGAON PWSS,1616000,1382000,154000,395,6708,33053,
JANAMGHUTU PWSS,707000,604000,67000,278,7665,33048,
Jangalpara PWSS,600000,513000,57000,0,4322,31711,
JAPARKUCHI PWSS,403800,363400,45000,300,3714,30026,8237722
JARABARI PWSS,5399800,4859800,540000,95,2704,29892,8239307
JARABORI PWSS (revised),2090000,1881000,209000,169,4371,29771,8221404
JARAGURI PWSS,747000,639000,71000,351,2555,32908,
Jarailtala Forest Village PWSS,1200000,1026000,114000,431,7208,31377,
Jarailtala Jibongram PWSS,4800000,4104000,456000,480,7209,31992,8228464
JARAMARI PWSS,4300000,3676000,408000,350,3087,29682,8194908
Jarobari Taltubari PWSS (REVISED),3325000,2992500,332500,85,7119,31025,
Jaronigaon PWSS,4537000,3879000,431000,135,4763,30460,
Jaruagaon PWSS (Revised),6460000,5814000,646000,22,26488,26666,5441243
JASHIGURI NO.3 PWSS,1814000,1551000,172300,0,5840,32391,
JATKAPAN PWSS,6606300,5945700,660600,1157,401,31695,8192529
Jayamtia Basti PWSS,5449000,4659000,518000,110,4909,29762,
JAYSAGAR PWSS,3574900,3217400,357500,222,6061,32117,
JELENGITUP PWSS,3828500,3445700,382900,334,4544,28910,8220324
JENGKHA PWSS,1938000,1744000,194000,335,6219,32630,
JHANJIMUKH  PWSS,5458700,4912800,545900,310,4090,32899,
Jhapirbond P.W.S.Scheme,4450000,3805000,423000,192,1234,32779,
Jharagul PWSS,4900000,4189500,465500,311,7094,31381,
Jiakur pwss (revised),4275000,3848000,428000,453,7541,31524,
Jirighat Colony PWSS,1500000,0,0,732,7222,32316,
Jirighat P.W.S.Scheme,1150000,983000,109000,920,16,32756,
JOGDUWAR SONARI PWSS,4009000,3608100,400900,202,514,32912,
JOGIPARA PWSS,3550000,3195000,355000,139,668,31028,8171475
JOGIPARA PWSS (revised),1995000,1796000,200000,302,211,32163,
JOGIPARA PWSS (Revised),5890000,5301000,589000,139,2259,28872,
JOGOKHOWA PWSS,4038500,3634600,403800,170,1954,32139,8176286
Jokaibowa PWSS,4171000,3753400,417100,172,118,30995,8243352
JOLDOBA PAHARPARA PWSS,2676000,2288000,254000,219,8433,28923,6491192
JOLDOBA PWSS,1765000,1509000,168000,528,618,32520,
Jomuna Jaipong PWSS,4400000,3762000,418000,25,2708,30747,5630532
JONAI PWSS,4170000,3753000,417000,789,7502,30765,8235785
JONAI TOWN PWSS,1236000,1112000,124000,728,7506,32352,
Jopadong Pwss,5101000,4361000,485000,102,3979,31800,8203853
JOPEA PWSS,3151000,2694100,299300,23,2999,31622,
Jorabari PWSS,1754600,1579100,175400,97,3822,32803,
JORBEEL ,2879000,2461500,273500,442,4043,29652,
JORDOLONG NO 1,3367000,2879200,319900,164,125,28942,8178438
Jorhatia PWSS,1741000,1567000,174000,147,7151,29495,
Jorkhat PWSS,304000,274000,30000,10,5000,32549,
Jorsimalu No. 1 PWSS (revised),4741000,4266000,474000,180,4740,31134,7627932
JORSIMALU PWSS (Revised),2375000,2137500,237500,81,561,29628,8161301
Joydhanpur PWSS,900000,769500,85500,543,7148,31379,
JOYGURU PWSS (Revised),1710000,1539000,171000,132,2414,29836,
JOYKHAMDANG PWSS,2143500,1832700,310800,162,1843,32576,
JOYKRISHNAPUR WSS,4525000,4072000,452000,299,4440,31672,
JOYMA  PWSS,1616000,1382000,154000,360,6886,31290,8343189
JOYMAGAON PWSS,736000,629000,70000,122,7496,31051,8238415
JOYMAGURI PWSS,909000,777000,86000,246,6887,32236,
Joypur Chetripara P.W.S.Scheme,4000000,3420000,380000,77,1311,32781,
JOYPUR GEREKI PWSS (Revised),3919100,3350800,372300,63,255,30522,8155026
Joypur Pt.II PWSS,650000,555800,61800,175,7476,32962,
Joypur PWSS,900000,769500,85500,324,7039,31562,
JOYRAPAR PWSS,989000,889800,98900,432,6091,31853,8219503
Jugal Ati PWSS,207100,186400,20700,295,6747,32890,
Jugania Ati PWSS,384800,346300,38500,291,7653,32894,
JUGICHERRA WSS,4722000,4249000,472000,324,5127,31946,8223742
Jugijan Baliramgaon PWSS,9034000,7724000,858000,308,4911,30310,
JUGLONI PWSS (Revised),3166300,2707200,300800,0,258,31022,8153703
JUGONIA,3536800,3207400,353700,362,327,28427,8184152
Jungle Block Pt-II PWSS,4171000,3754000,417000,234,2940,29421,6260027
Jungle Block PWSS,5203000,4449000,494000,121,4913,27000,8202693
JURIGAON PWSS,3684000,3316000,368000,109,336,31639,8197282
Jurkhal FV PWSS,4260000,3642300,404700,241,7059,30755,8227048
Jutulibari PWSS,760000,649800,72200,150,3790,32558,
KABARU GAON,4427000,3984300,442700,188,154,28470,8178460
Kabuganj P.W.S.Scheme,4700000,4018500,446500,267,1482,30969,8182557
KACHABCHERRA PWSS,909000,818000,91000,357,6610,32277,
KACHADAL PWSS,3731000,3191000,354000,105,298,31690,8160474
KACHAMARI,3849400,3464500,384900,42,150,29578,30167914
KACHAMARI PATHAR PWSS,4655000,4189500,465500,323,7225,29893,4651368
Kacharigaon PWSS,2355000,2013000,223000,191,6085,27656,6529288
KACHARIPARA PWSS,4268000,3649000,405000,206,300,32765,
KACHARITHOL FV WSS,4053000,3647000,405000,195,6158,29465,8224279
KACHIJAN NO. 2 PWSS,4154400,3738900,415400,56,1969,31797,8176323
KACHIKATA NATUN CHAPORI solar powered mini PWSS,71000,60700,6800,41,7760,33034,
KACHOKHANA PACHIMPARA PWSS,616000,527000,58000,430,14308,32716,
Kachomari PWSS,3544000,3190000,354000,121,3499,29455,8206524
KACHUARKHAS PT-II(A) PWSS,18767000,16045000,1783000,383,13439,31140,
Kachudaram Pt. I & II PWSS,4400000,3762000,418000,495,7113,31073,8228235
Kachudaram Pt.III W.S.Scheme,3610000,3249000,3610000,0,798,28335,8155518
Kachudaram Pt.IV P.W.S.Scheme,5600000,4788000,532000,350,809,31879,
Kachudaram PWSS,4850000,4146800,460800,510,7077,31563,
KACHUGAON FOREST VALLEY PWSS,1818000,1554000,173000,396,8760,32994,
KACHUKATA PWSS,870000,744000,83000,306,1294,32928,
Kachumari WSS,4418000,3777000,420000,0,7007,32546,
KADAMGURI PWSS,207000,177000,20000,87,1388,32956,
Kadamoni PWSS,2840000,2428200,269800,231,1701,32435,8173750
Kadamtol Para PWSS (Revised),1231200,1108100,123100,168,4747,28815,6348006
Kadomtola Camp PWSS,3660000,3294000,366000,134,3532,31551,8202020
Kadomtola PWSS,3333000,2850000,317000,307,3299,30837,1791196
KAHARA PATHAR PWSS,1425000,1282500,142500,158,5470,27184,7828799
KAHIBARI PATHAR NO. 2 PWSS (revised),4501100,4051000,450100,203,11037,30935,
Kahikuchi PWSS,5227000,4469000,758000,400,4502,32175,
KAHIKUCHI PWSS (Revised),3344000,3009600,334400,102,213,29585,8203768
Kailashpur PWSS (revised),2503300,2252900,250300,107,579,31769,
KAIMARI PWSS (Revised),6650000,5985000,665000,20,522,28873,
Kaithpara PWSS (revised),2858600,2572700,285900,205,11030,30913,
KAKAJAN DULIA PWSS,306900,276200,30700,196,5397,32900,
KAKAJAN PART 1 PWSS,9857200,8871000,986000,170,1970,31146,8176332
KAKI BL I VILL V PWSS,1155000,988000,110000,140,4353,26963,6519837
"KAKI BL. 1, VILL NO.6 PWSS",4448000,3803000,423000,100,7775,28289,8236771
Kaki Block 1 Village 7,4748000,4060000,451000,50,1527,30240,8162138
Kaki Block 3 Village 6,4948000,4231000,470000,52,1794,29933,8185436
Kaki Tapanpur,4749000,4061000,451000,50,1531,30273,8164529
Kakojan Part-II PWSS,5572900,5016000,557000,79,5247,31471,8229567
Kakopather PWSS,2901300,2611200,290100,536,5246,32431,8236857
Kakotibari,4229000,3616000,402000,0,1194,31248,8140522
Kalabil (Moragang) PWSS,3847000,3289200,365500,289,6961,30080,8231722
KALACHERRA WSS,4049000,3644000,405000,332,5885,32421,
Kalachup PWSS,5743000,5169000,574000,360,4105,29929,8237666
Kalahowar PWSS,830000,709700,78900,512,7075,31387,
Kalainbill PWSS,2839000,2427300,269700,368,2917,31913,6407402
KALAKHATI PWSS,4350000,3719000,413000,17,5319,32451,
KALAKHOWA DAS GAON PWSS,1063100,956700,106300,893,376,32889,
Kalatoli PWSS (Revised),1900000,1710000,190000,100,4882,28505,5440887
KALBARI PWSS (Revised),1140000,1026000,114000,218,1652,28874,
KALDOBA-II PWSS,1898000,1622000,181000,0,684,31200,
Kaliabari PWSS (revised),4475000,4027000,447000,358,4560,32246,
KALIABHATA PWSS,8149300,6967600,774200,376,260,27640,8153746
KALIAGAON PWSS,2980200,2682100,298000,85,5846,23567,8203356
KALIAPANI GRANT PWSS,1749500,1574800,174800,278,6104,32615,
KALIBARI BAZAR PWSS,6178800,5560900,617900,785,4113,32354,
KALIDAS PUNJEE GARAD PUNJEE WSS,3518000,3166000,352000,169,6163,31128,8202311
KALIMANDIR SUBA PWSS (Revised),1409800,1268800,141000,72,4883,28887,6578261
KALINAGAR PWSS,6178800,5560900,617900,485,4115,29630,8237808
KALINAGAR TILLAGAON WSS,2900000,2610000,290000,255,4363,31521,8223628
Kalioni Block Trade Center,355300,319800,35500,214,6301,32892,
Kalitakuchi PWSS (Revised),2470000,2223000,247000,735,4511,31760,
KALITAPARA (Revised),3338000,3004500,333800,242,4885,29427,5441157
KALKALIBASTI PWSS,4142000,3727800,414200,262,2831,30111,4572366
KALKALIGHAT PWSS,7159000,6443000,716000,411,3273,29935,8236752
Kaloni Pahar,2024000,1817100,201900,215,4971,31488,
Kalpani PWSS,3561000,3045000,338000,80,9058,31686,8235358
Kalyanigram PWSS,2000000,1710000,190000,61,4879,32785,
KALYANPUR PWSS,3765000,3388000,377000,30,45,31519,8156157
Kalyanpur PWSS,846500,761800,84600,86,7311,29603,
KAMAKHYABARI PWSS,3858000,3299000,367000,312,339,32206,8172016
KAMAKHYAGAON PWSS,2080500,1872500,208100,116,4240,32862,
Kamalakanta Basti PWSS,910000,778000,86000,97,4450,29786,8202464
KAMALDOI PWSS,2956400,2660800,295600,96,566,32880,
KAMALSING-THURIBARI PWSS,190000,162000,18000,99,1655,31586,8209515
KAMANDANGA PWSS,3187300,2868500,318700,58,4827,23572,8203490
KAMAR KACHARI,3476000,3128400,347600,226,294,28473,
KAMARBORI PWSS,950000,855000,95000,157,6990,32227,
KAMARGAON PWSS,4131000,3532000,392400,224,4546,31127,8236314
Kamargaon Tarapati PWSS (REVISED),2846200,2561600,284600,268,6180,32497,
Kamargram PWSS,6797000,6117000,680000,413,3280,31185,8227931
KAMARPARA PWSS,808000,691000,77000,211,628,32935,
Kamarpara PWSS (U),1126500,1014000,112600,132,4513,30535,8201494
Kamartola PWSS (REVISED),3778000,3400000,380000,545,4887,31644,
Kamranga PWSS,4400000,3762000,418000,210,7301,32182,
KAMRANGI-II PWSS,6178800,5560900,617900,381,3288,32183,
Kanaimara PWSS,3456000,3110000,346000,208,9150,31090,3373771
Kanakpur P.W.S.Scheme,4800000,4104000,436000,211,1298,32748,
Kanakpur Pt.I PWSS,4870000,4164000,463000,254,7184,32839,
Kanakpur Pt.II PWSS,900000,770000,86000,693,7188,32840,
Kanakpur Pt.III (Subash Nagar) P.W.S.Scheme,3800000,3249000,361000,393,1301,29994,8180744
KANCHANPUR GRANT W.S.S.,4100000,3690000,410000,361,4537,30690,8186676
Kanchanpur PWSS,1795500,1616000,179600,175,3143,31704,
Kanchanpur PWSS,4400000,3762000,418000,541,7095,30966,8227948
Kanchanpur TE PWSS,4058000,3652000,406000,395,773,32498,8183605
KANCHANPUR WSS,1773000,1516000,168000,181,3293,31583,
Kandalpara PWSS (revised),5130000,4617000,513000,175,4416,32598,
KANDANAPARA PWSS,1455000,1244000,138200,215,7671,27007,8223588
Kandhulimari No.2 PWSS,2600000,2223000,247000,278,6080,29681,6527179
KANDHULIMARI PWSS,212800,191500,21300,322,379,33068,
Kandulimari PWSS,4056000,3468000,385000,166,4603,28249,8202745
Kandulimari PWSS (Revised),950000,855000,95000,100,4897,28888,
KANDUPUR URPUT PWSS (revised),2375000,2138000,238000,80,570,28792,8176791
KANTAPUR PWSS,3841000,3457000,384000,181,2890,31403,6260923
Kanupara P.W.S.Scheme,4200000,3591000,399000,183,1761,29309,8204809
Kanyakuchi PWSS,3532000,3179000,353000,122,3415,29695,8205310
KAPAHERA PWSS,1586500,1427900,158700,165,2158,31315,8213538
Kapili Katkotia PWSS,5820000,4976000,553000,28,4918,28291,8202630
KAPILIPAR PWSS,3743000,3200000,356000,377,7834,30400,8238392
Kaptanpur Pt.VI (Pabda) PWSS,3286000,2810000,312000,209,6963,32812,
Kaptanpur Pt.XIII PWSS,833000,712200,79100,213,7041,31565,
Kaptanpur Pt.XVI P.W.S.Scheme,12100000,10346000,1150000,411,882,32770,
Kaptanpur Pt.XVIII P.W.S.Scheme,5807000,4964600,551600,300,886,30763,8204679
Kaptanpur PWSS,2686000,2297000,255000,295,7040,32819,
KARAGARI PATHAR PWSS,2563000,2306700,256300,250,1908,31411,8153819
Karaikandi P.W.S.Scheme,900000,769500,85500,425,1206,31375,
KARAIKHUWA SOKOLANI PWSS,3060900,2754800,306100,337,527,28919,8155900
KARBI RONGSOPI PWSS,112000,100800,11200,146,4471,32739,
Karbigaon,5106000,4366000,485000,165,1776,27681,8173896
Kardoiguri PWSS,2999000,2564100,284900,183,5068,19735,8201585
KARENG CHAPORI PWSS,3131000,2677000,297400,196,4579,31306,8236195
KARICHALA BATABARI PWSS,3198000,2878000,320000,40,2864,29410,4888080
KARICHERRA BAZAR PWSS,1705000,1535000,171000,339,4458,31095,8186370
KARIKHAI PWSS,421800,379600,42200,911,405,32581,
Karkachi PWSS,3594000,3073000,341000,151,3453,31911,8203178
KARKAPARA (Revise),2750000,2351300,261300,53,5582,29631,8222404
Karkat Basti PWSS,4260000,3642300,404700,464,7076,31801,8231813
Karoiani,5345000,4570000,508000,50,1498,30251,8215815
KARTIMARI PWSS,3166000,2849000,317000,88,58,30987,8159954
KARTIMARI PWSS,1166000,997000,111000,245,7163,33049,
KARUWABHASA PWSS,3319000,2987000,332000,70,46,29411,8171834
KASARPARA PWSS,3157000,2699200,299900,0,1340,29375,8163618
KASHDOHA PWSS,4126000,3527700,392000,136,5861,31170,8234159
KASHIDOBA PWSS,3907000,3340500,371200,30,1270,29320,8163621
Kashipur P.W.S.Scheme,4200000,3591000,399000,186,1222,23335,8180791
"Kashipur Pt.II, W.S.Scheme",4500000,3847500,427500,276,1261,31580,
Kashipur TE W.S.Scheme,3500000,2993000,333000,294,257,32851,
Kashpur Bagerkuna PWSS,700000,599000,67000,385,6962,32296,
Kashpur Grant PWSS,700000,599000,67000,455,6966,32814,
KASOKATI PWSS,3040000,2736000,304000,300,3102,29677,8216698
KASURBARI PWSS (Revised),5700000,5130000,570000,101,573,29233,8176809
KATAHGURI PWSS,5996400,5396800,599600,109,2169,29287,
Katahguri PWSS,1500000,1282500,142500,360,5665,32403,
Katakhal PWSS,4034000,3631000,403000,129,3300,30803,8227964
KATAKY KOCH PWSS,1008400,905300,103100,189,4219,32245,
Katanipara PWSS,950000,855000,95000,212,7391,29874,8284994
KATHALBARI PWSS,343000,293000,33000,252,9065,33014,
KATHALPARA PWSS,4710100,4239100,471000,120,5735,28179,8221841
KATHANI TORABORI PWSS,6535100,5881500,653500,487,8587,30950,
Kathkotia PWSS,2660000,2394000,266000,167,5188,28474,
KATLICHERRA TE WSS,4053000,3647000,405000,290,6164,32857,
KATLICHERRA WSS,4053000,3647000,400000,133,3243,29951,8200396
KATPUHA PWSS,1290000,1103000,122600,350,3685,32053,8203353
KATRIBARI PWSS,1570000,1342000,149000,169,1723,32951,
KAWATIKA PWSS,3999500,3599600,400000,188,4834,26506,8226669
KAWOIMARI GOHAIN GAON PWSS ,4647400,4182700,464700,354,4615,28921,8220142
KAYAM BORPATHAR PWSS,1091600,982400,109200,82,9798,33064,
KAYASTHAPARA PWSS,3729000,3188000,354000,123,669,32503,8171531
Kazidhar Pt.I PWSS,4807000,4110000,457000,281,2872,31469,5410783
Kazidhar Pt.II PWSS,4400000,3762300,418000,524,7198,29789,8228417
KAZIRANGA PWSS,2965000,2668500,296500,232,8614,31718,
Kelyden TE PWSS,1716000,1544400,171600,456,4417,33030,
Kemi Jelem GP PWSS,573000,490000,54000,279,7503,30616,7898599
Kenduguri PWSS,4560000,4104000,456000,115,6607,29489,
KERELA ENGLENG PWSS,877000,749800,83300,0,5760,32095,
KESHARGAON PWSS,3144500,2830100,314500,168,3319,30715,8237002
KESUWANI PWSS,3837100,3600000,0,153,978,31854,8164018
Khadiman W.S.S.,6798200,6118400,679800,21,3327,31040,8228749
Khag PWSS,4142000,3727800,414200,522,3334,32517,
KHAGARPUR SOLAPUR,3846000,3288300,365400,0,1284,32149,
KHAGRABARI PWSS,3182500,2864300,318300,176,5737,28936,
Khairamari PWSS,5664000,4842700,538100,427,6076,31032,6527308
KHALIHAMARI PWSS (revised),4750000,4275000,475000,55,4900,29232,
KHALISHANIMARI  PWSS,450000,385000,43000,338,1608,31523,8209524
Khalkuri P.W.S.Scheme,3025000,2586000,287000,103,1658,31969,
KHALOPAR PWSS,3809000,3428000,381000,76,3337,30735,8236781
Khameri PWSS(Revised),1426000,1283000,143000,201,4651,32104,
Khamlung,4411000,3771000,419000,0,1207,32557,
KHAMUN DIHINGIA PWSS,4200800,3780800,420100,146,6353,32226,
KHANAMUKH PWSS (Revised),2509000,2145200,238400,25,3673,32639,
Khanikar Gaon,4750000,4061000,451000,90,1914,31803,8157823
Khanikor PWSS,2153000,1840800,204500,246,5152,28940,8223248
Khara (Old) PWSS,3534000,3180000,354000,135,3504,29449,8203051
Khara Pt-II PWSS,3714000,3343000,371000,214,3502,30047,8202008
Kharghoria Borchohoki WSS,4390000,3753000,417000,0,6503,32544,
Kharilpar (Afarbasti) PWSS,700000,599000,67000,359,6964,32811,
KHARKHANA PUTNI WSS,2784500,2506000,278400,177,3338,28909,8236775
KHARMOHARA PWSS,4008000,3427000,381000,276,262,32283,8156288
Kharmuza 2 No Ghat PWSS,3257000,2931000,326000,48,21,31489,8160039
Kharmuza PWSS,3433000,3090000,343000,150,3432,29693,8227638
KHATANG PANI JOYRAMPUR PWSS,3278200,2950400,327800,61,2295,19599,8176371
Khatarbori PWSS,7164900,6448400,716500,328,2714,28598,8219561
KHATUA GAON PWSS,3286100,2957400,328600,88,4881,32299,
KHAYERGHUTU PWSS,1007000,906000,101000,153,1310,29248,8205434
Khehenipara PWSS (revised),4133000,3719000,413000,351,5192,30226,
KHELIAPARA PWSS (revised),2413000,2172000,241000,380,215,31752,
Kherani Nathgaon PWSS,698000,628000,70000,178,1559,32660,
KHERDUBI  PWSS,542000,463000,52000,0,5807,31510,8164066
Kheroni PWSS,3221000,2898900,322100,271,1154,30906,8206873
Kheroni Tilla PWSS,4321000,3888900,432100,371,1150,29961,8174925
KHETRI HARDIA PWSS (revised),2280000,2052000,228000,355,2234,32364,
Khokamora WSS,4414000,3774000,419000,0,7008,32526,
